Etablissement	Nom de famille	Prenom	Date	Heure	ID National	Lib. Structure	Voeu 1	Voeu 2	Voeu 3	Voeu 4	Voeu 5
Lycée Albert Camus	N221	P221	27/03/2026	09:15	120746173AK	1ST2S1	Conf15	Conf13	Conf1	Conf14	Conf16
Lycée Albert Camus	N222	P222	27/03/2026	09:15	110830608EA	1ERE STMG	Conf15	Conf1	Conf7	Conf10	Conf19
Lycée Albert Camus	N223	P223	27/03/2026	09:15	110065492CA	1ERE GEN 2	Conf5	Conf19	Conf12	Conf2	Conf6
Lycée Albert Camus	N224	P224	27/03/2026	09:15	120721431BG	1ST2S1	Conf5	Conf4	Conf15	Conf12	Conf17
Lycée Albert Camus	N225	P225	27/03/2026	09:15	203002916EC	1ERE GEN 4	Conf3	Conf4	Conf2	Conf5	TR6
Lycée Albert Camus	N226	P226	27/03/2026	09:15	120411215CG	1ERE GEN 1	Conf18	Conf2	Conf1	Conf6	Conf11
Lycée Albert Camus	N227	P227	27/03/2026	09:15	120722956ED	1ERE GEN 4	Conf6	Conf4	Conf19	TR6	Conf2
Lycée Albert Camus	N228	P228	27/03/2026	09:15	100156958AE	1ERE STMG	Conf18	Conf12	Conf2	FM5	TR2
Lycée Albert Camus	N229	P229	27/03/2026	09:15	120886387FH	1ST2S1	Conf10	Conf8	Conf17	Conf13	Conf2
Lycée Albert Camus	N230	P230	27/03/2026	09:15	110784870KB	1ERE GEN 4	Conf17	Conf3	Conf7	Conf16	Conf15
Lycée Albert Camus	N231	P231	27/03/2026	09:15	120502104CG	1ST2S1	Conf14	Conf12	Conf6	Conf18	TR4
Lycée Albert Camus	N232	P232	27/03/2026	09:15	120295664FA	1ERE GEN 4	Conf14	Conf12	Conf15	FM6	Conf9
Lycée Albert Camus	N233	P233	27/03/2026	09:15	120228798JD	1ERE GEN 3	Conf16	Conf6	Conf10	Conf19	Conf3
Lycée Albert Camus	N234	P234	27/03/2026	09:15	110066208JA	1ERE GEN 4	Conf7	Conf12	Conf19	Conf11	FM6
Lycée Albert Camus	N235	P235	27/03/2026	09:15	203002917EB	1ERE GEN 1	Conf10	Conf13	Conf17	FM4	Conf12
Lycée Albert Camus	N236	P236	27/03/2026	09:15	110825234HK	1ERE GEN 2	Conf15	Conf18	Conf1	FM4	Conf7
Lycée Albert Camus	N237	P237	27/03/2026	09:15	110889184FC	1ERE STMG	Conf6	Conf5	Conf13	Conf8	Conf4
Lycée Albert Camus	N238	P238	27/03/2026	09:15	110578240BE	1ERE GEN 1	Conf13	Conf1	Conf6	Conf2	FM1
Lycée Albert Camus	N239	P239	27/03/2026	09:15	120808655KC	1ERE GEN 3	Conf14	Conf16	Conf5	Conf10	TR4
Lycée Albert Camus	N240	P240	27/03/2026	09:15	120501679GD	1ERE GEN 3	Conf16	Conf3	Conf10	FM5	Conf12
Lycée Albert Camus	N241	P241	27/03/2026	09:15	120411358HH	1ERE GEN 4	Conf10	Conf9	Conf15	FM4	Conf1
Lycée Albert Camus	N242	P242	27/03/2026	09:15	120449201GE	1ERE GEN 3	Conf19	Conf1	Conf17	TR6	Conf8
Lycée Albert Camus	N243	P243	27/03/2026	09:15	120845975CA	1ERE GEN 4	Conf12	Conf13	Conf7	Conf6	Conf11
Lycée Albert Camus	N244	P244	27/03/2026	09:15	120721644KE	1ERE GEN 3	Conf1	Conf2	Conf17	Conf9	FM1
Lycée Albert Camus	N245	P245	27/03/2026	09:15	120502020BD	1ST2S2	Conf8	Conf3	Conf5	FM2	FM3
Lycée Albert Camus	N246	P246	27/03/2026	09:15	120808788FG	1ERE GEN 1	Conf3	Conf7	Conf19	Conf15	TR3
Lycée Albert Camus	N247	P247	27/03/2026	09:15	120501857HK	1ST2S1	Conf18	Conf8	Conf1	FM4	Conf10
Lycée Albert Camus	N248	P248	27/03/2026	09:15	120289886AJ	1ERE GEN 1	Conf16	Conf10	Conf12	Conf17	TR2
Lycée Albert Camus	N249	P249	27/03/2026	09:15	203067668JG	1ERE GEN 2	Conf6	Conf1	Conf4	Conf12	Conf11
Lycée Albert Camus	N250	P250	27/03/2026	09:15	111036593JD	1ERE GEN 4	Conf17	Conf11	Conf2	Conf16	Conf12
Lycée Albert Camus	N251	P251	27/03/2026	09:15	120228835EG	1ERE GEN 1	Conf6	Conf10	Conf17	Conf11	Conf13
Lycée Albert Camus	N252	P252	27/03/2026	09:15	120565047DG	1ERE GEN 2	Conf9	Conf19	Conf10	FM2	Conf11
Lycée Albert Camus	N253	P253	27/03/2026	09:15	120141742DD	1ERE GEN 2	Conf10	Conf12	Conf6	TR4	Conf1
Lycée Albert Camus	N254	P254	27/03/2026	09:15	110775673HD	1ERE GEN 2	Conf7	Conf15	Conf14	Conf8	TR4
Lycée Albert Camus	N255	P255	27/03/2026	09:15	120228859CC	1ERE STMG	Conf1	Conf11	Conf6	Conf18	Conf19
Lycée Albert Camus	N256	P256	27/03/2026	09:15	120228858CD	1ST2S2	Conf6	Conf15	Conf16	Conf5	Conf13
Lycée Albert Camus	N257	P257	27/03/2026	09:15	120501951JC	1ERE GEN 1	Conf18	Conf10	Conf13	Conf5	TR1
Lycée Albert Camus	N258	P258	27/03/2026	09:15	120668968AC	1ERE GEN 4	Conf9	Conf12	Conf19	FM5	Conf16
Lycée Albert Camus	N259	P259	27/03/2026	09:15	120141238FC	1ERE GEN 3	Conf16	Conf19	Conf7	Conf5	Conf13
Lycée Albert Camus	N260	P260	27/03/2026	09:15	120501780FK	1ST2S1	Conf18	Conf13	Conf4	Conf8	TR2
Lycée Albert Camus	N261	P261	27/03/2026	09:15	120141777KF	1ST2S1	Conf8	Conf13	Conf16	Conf12	Conf2
Lycée Albert Camus	N262	P262	27/03/2026	09:15	120809066GK	1ERE GEN 4	Conf15	Conf8	Conf17	Conf19	Conf13
Lycée Albert Camus	N263	P263	27/03/2026	09:15	120722313AH	1ERE GEN 4	Conf8	Conf9	Conf5	Conf13	Conf15
Lycée Albert Camus	N264	P264	27/03/2026	09:15	120411261HH	1ST2S2	Conf18	Conf11	Conf19	TR5	Conf14
Lycée Albert Camus	N265	P265	27/03/2026	09:15	120898088KD	1ERE STMG	Conf9	Conf4	Conf16	Conf12	Conf14
Lycée Albert Camus	N266	P266	27/03/2026	09:15	120337298CK	1ST2S1	Conf6	Conf13	Conf12	TR4	FM5
Lycée Albert Camus	N267	P267	27/03/2026	09:15	110825254FK	1ERE GEN 1	Conf6	Conf13	Conf5	Conf17	Conf14
Lycée Albert Camus	N268	P268	27/03/2026	09:15	120141251DK	1ERE STMG	Conf8	Conf9	Conf12	Conf15	Conf5
Lycée Albert Camus	N269	P269	27/03/2026	09:15	120141223GH	1ERE GEN 2	Conf11	Conf6	Conf8	Conf10	Conf15
Lycée Albert Camus	N270	P270	27/03/2026	09:15	120564681BE	1ST2S2	Conf14	Conf1	Conf12	Conf2	FM6
Lycée Albert Camus	N271	P271	27/03/2026	09:15	110749034DH	1ERE GEN 2	Conf3	Conf15	Conf6	FM1	FM4
Lycée Albert Camus	N272	P272	27/03/2026	09:15	120102336FH	1ST2S2	Conf8	Conf10	Conf18	FM6	FM5
Lycée Albert Camus	N273	P273	27/03/2026	09:15	120721664HE	1ERE GEN 4	Conf10	Conf12	Conf17	Conf9	FM5
Lycée Albert Camus	N274	P274	27/03/2026	09:15	120502103CH	1ERE STMG	Conf16	Conf3	Conf2	TR3	TR5
Lycée Albert Camus	N275	P275	27/03/2026	09:15	120141229GB	1ERE GEN 3	Conf7	Conf6	Conf1	Conf5	TR3
Lycée Albert Camus	N276	P276	27/03/2026	09:15	110825253GA	1ST2S1	Conf3	Conf12	Conf15	Conf19	Conf5
Lycée Albert Camus	N277	P277	27/03/2026	09:15	203061428CB	1ERE GEN 3	Conf19	Conf10	Conf9	FM4	FM6
Lycée Albert Camus	N278	P278	27/03/2026	09:15	110680600JG	1ST2S1	Conf10	Conf2	Conf16	TR2	FM6
Lycée Albert Camus	N279	P279	27/03/2026	09:15	110209948KE	1ST2S2	Conf16	Conf8	Conf11	Conf13	Conf14
Lycée Albert Camus	N280	P280	27/03/2026	09:15	120141051EF	1ST2S1	Conf18	Conf4	Conf5	Conf16	Conf7
Lycée Albert Camus	N281	P281	27/03/2026	09:15	120745836FF	1ERE STMG	Conf10	Conf12	Conf14	Conf3	TR6
Lycée Albert Camus	N282	P282	27/03/2026	09:15	120141079BH	1ERE GEN 1	Conf9	Conf8	Conf17	Conf6	Conf7
Lycée Albert Camus	N283	P283	27/03/2026	09:15	120721671GH	1ERE GEN 2	Conf14	Conf7	Conf9	Conf4	TR5
Lycée Albert Camus	N284	P284	27/03/2026	09:15	120141757BJ	1ERE GEN 3	Conf11	Conf13	Conf8	Conf15	Conf9
Lycée Albert Camus	N285	P285	27/03/2026	09:15	120650529BB	1ST2S1	Conf7	Conf9	Conf19	Conf12	Conf10
Lycée Albert Camus	N286	P286	27/03/2026	09:15	120564601KE	1ERE STMG	Conf9	Conf13	Conf17	Conf11	Conf8
Lycée Albert Camus	N287	P287	27/03/2026	09:15	150161650HD	1ERE STMG	Conf3	Conf8	Conf11	Conf1	TR2
Lycée Albert Camus	N288	P288	27/03/2026	09:15	110066639DH	1ST2S2	Conf5	Conf16	Conf1	Conf15	TR3
Lycée Albert Camus	N289	P289	27/03/2026	09:15	120501758JB	1ERE GEN 3	Conf13	Conf10	Conf4	Conf6	TR4
Lycée Albert Camus	N290	P290	27/03/2026	09:15	110209952KA	1ERE GEN 1	Conf13	Conf11	Conf1	TR2	TR5
Lycée Albert Camus	N291	P291	27/03/2026	09:15	120668971KG	1ERE GEN 1	Conf1	Conf8	Conf15	Conf7	Conf4
Lycée Albert Camus	N292	P292	27/03/2026	09:15	121079821EB	1ERE GEN 1	Conf17	Conf2	Conf16	TR4	Conf3
Lycée Albert Camus	N293	P293	27/03/2026	09:15	120746447CG	1ERE GEN 2	Conf3	Conf11	Conf1	Conf13	Conf14
Lycée Albert Camus	N294	P294	27/03/2026	09:15	120140538HD	1ERE STMG	Conf18	Conf19	Conf9	FM2	TR3
Lycée Albert Camus	N295	P295	27/03/2026	09:15	110553034KH	1ERE STMG	Conf10	Conf11	Conf13	TR3	Conf6
Lycée Albert Camus	N296	P296	27/03/2026	09:15	110819636FB	1ERE STMG	Conf10	Conf4	Conf16	Conf6	FM6
Lycée Albert Camus	N297	P297	27/03/2026	09:15	110893432HC	1ST2S2	Conf18	Conf12	Conf8	Conf14	Conf3
Lycée Albert Camus	N298	P298	27/03/2026	09:15	120650415CJ	1ERE GEN 3	Conf11	Conf13	Conf7	FM1	Conf4
Lycée Albert Camus	N299	P299	27/03/2026	09:15	130849225JK	1ERE GEN 3	Conf17	Conf8	Conf2	Conf1	FM3
Lycée Albert Camus	N300	P300	27/03/2026	09:15	120502975CJ	1ERE STMG	Conf8	Conf16	Conf7	FM5	FM4
Lycée Albert Camus	N301	P301	27/03/2026	09:15	111071421HJ	1ST2S1	Conf3	Conf5	Conf2	Conf1	FM1
Lycée Albert Camus	N302	P302	27/03/2026	09:15	120618433KH	1ERE GEN 1	Conf6	Conf8	Conf3	Conf2	Conf11
Lycée Albert Camus	N303	P303	27/03/2026	09:15	110737376FF	1ERE GEN 4	Conf5	Conf15	Conf2	FM6	TR1
Lycée Albert Camus	N304	P304	27/03/2026	09:15	100745228DK	1ERE GEN 3	Conf5	Conf1	Conf4	TR4	FM2
Lycée Albert Camus	N305	P305	27/03/2026	09:15	120650424BK	1ST2S2	Conf4	Conf3	Conf11	Conf17	Conf19
Lycée Albert Camus	N306	P306	27/03/2026	09:15	110065908JK	1ST2S2	Conf5	Conf9	Conf7	Conf3	FM2
Lycée Albert Camus	N307	P307	27/03/2026	09:15	203025458AE	1ERE GEN 4	Conf2	Conf8	Conf3	TR1	Conf17
Lycée Albert Camus	N308	P308	27/03/2026	09:15	120808027EB	1ST2S2	Conf9	Conf18	Conf13	TR1	Conf7
Lycée Albert Camus	N309	P309	27/03/2026	09:15	150601267GA	1ERE GEN 4	Conf14	Conf12	Conf10	FM1	Conf9
Lycée Albert Camus	N310	P310	27/03/2026	09:15	120618444JG	1ERE GEN 4	Conf5	Conf7	Conf16	Conf14	FM5
Lycée Albert Camus	N311	P311	27/03/2026	09:15	203010371FG	1ERE GEN 4	Conf7	Conf11	Conf16	Conf17	Conf4
Lycée Albert Camus	N312	P312	27/03/2026	09:15	203061418DB	1ERE GEN 3	Conf7	Conf16	Conf8	Conf17	TR1
Lycée Albert Camus	N313	P313	27/03/2026	09:15	110770147HA	1ST2S2	Conf11	Conf13	Conf4	FM4	TR6
Lycée Albert Camus	N314	P314	27/03/2026	09:15	120618553HE	1ERE GEN 2	Conf7	Conf8	Conf10	TR2	Conf3
Lycée Albert Camus	N315	P315	27/03/2026	09:15	120502125AF	1ERE GEN 3	Conf6	Conf5	Conf18	TR5	Conf16
Lycée Albert Camus	N316	P316	27/03/2026	09:15	120441114AD	1ERE GEN 4	Conf18	Conf15	Conf13	TR5	FM4
Lycée Albert Camus	N317	P317	27/03/2026	09:15	120746485JF	1ST2S1	Conf4	Conf1	Conf6	Conf11	Conf8
Lycée Albert Camus	N318	P318	27/03/2026	09:15	120337801BB	1ERE GEN 3	Conf11	Conf8	Conf5	Conf3	Conf12
Lycée Albert Camus	N319	P319	27/03/2026	09:15	130615539AF	1ST2S2	Conf15	Conf11	Conf13	Conf7	TR4
Lycée Albert Camus	N320	P320	27/03/2026	09:15	110407300EA	1ST2S1	Conf10	Conf7	Conf2	TR5	TR6
Lycée Albert Camus	N321	P321	27/03/2026	09:15	110065898AC	1ERE GEN 1	Conf13	Conf8	Conf12	FM2	TR1
Lycée Albert Camus	N322	P322	27/03/2026	09:15	130977435BG	1ST2S1	Conf11	Conf6	Conf17	Conf16	FM5
Lycée Albert Camus	N323	P323	27/03/2026	09:15	120565025FJ	1ERE STMG	Conf1	Conf13	Conf15	Conf19	TR2
Lycée Albert Camus	N324	P324	27/03/2026	09:15	120228815GG	1ERE GEN 4	Conf9	Conf11	Conf12	Conf10	Conf6
Lycée Albert Camus	N325	P325	27/03/2026	09:15	110553036KF	1ERE GEN 2	Conf14	Conf7	Conf10	TR4	TR2
Lycée Albert Camus	N326	P326	27/03/2026	09:15	160821506DC	1ERE GEN 2	Conf19	Conf6	Conf11	Conf17	TR6
Lycée Albert Camus	N327	P327	27/03/2026	09:15	120338023JA	1ERE GEN 2	Conf4	Conf7	Conf16	FM5	FM2
Lycée Albert Camus	N328	P328	27/03/2026	09:15	120808937AE	1ERE STMG	Conf3	Conf8	Conf7	TR4	FM6
Lycée Albert Camus	N329	P329	27/03/2026	09:15	120873119DG	1ST2S2	Conf2	Conf12	Conf1	Conf7	Conf13
Lycée Albert Camus	N330	P330	27/03/2026	09:15	121123923HE	1ERE GEN 1	Conf5	Conf9	Conf10	TR2	Conf2
Lycée Albert Camus	N331	P331	27/03/2026	09:15	120501728BE	1ERE GEN 2	Conf13	Conf4	Conf15	Conf19	Conf12
Lycée Albert Camus	N332	P332	27/03/2026	09:15	110065782CB	1ST2S1	Conf10	Conf6	Conf13	FM1	Conf17
Lycée Albert Camus	N333	P333	27/03/2026	09:15	203007151HF	1ERE GEN 3	Conf12	Conf11	Conf3	TR3	FM1
Lycée Albert Camus	N334	P334	27/03/2026	09:15	100734119KA	1ST2S2	Conf17	Conf19	Conf12	Conf9	FM1
Lycée Albert Camus	N335	P335	27/03/2026	09:15	223269080JJ	1ERE GEN 4	Conf11	Conf15	Conf7	Conf19	TR3
Lycée Albert Camus	N336	P336	27/03/2026	09:15	120809085FA	1ERE GEN 3	Conf7	Conf10	Conf2	Conf12	Conf5
Lycée Albert Camus	N337	P337	27/03/2026	09:15	120628105CJ	1ST2S2	Conf11	Conf15	Conf18	Conf12	FM3
Lycée Albert Camus	N338	P338	27/03/2026	09:15	110784862AC	1ST2S1	Conf9	Conf14	Conf2	TR4	FM2
Lycée Albert Camus	N339	P339	27/03/2026	09:15	203046130KA	1ERE GEN 2	Conf10	Conf18	Conf13	FM3	FM2
Lycée Albert Camus	N340	P340	27/03/2026	09:15	193065494AJ	1ST2S1	Conf17	Conf19	Conf11	FM2	TR3
Lycée Albert Camus	N341	P341	27/03/2026	09:15	110784826DJ	1ST2S1	Conf16	Conf11	Conf17	TR2	Conf4
Lycée Albert Camus	N342	P342	27/03/2026	09:15	120141171CC	1ERE GEN 3	Conf6	Conf15	Conf4	Conf1	FM5
Lycée Albert Camus	N343	P343	27/03/2026	09:15	120565166BE	1ERE GEN 1	Conf16	Conf13	Conf4	FM3	TR4
Lycée Albert Camus	N344	P344	27/03/2026	09:15	120502291DD	1ERE GEN 1	Conf13	Conf11	Conf3	TR5	Conf1
Lycée Albert Camus	N345	P345	27/03/2026	09:15	243013261GD	1ERE GEN 3	Conf18	Conf10	Conf1	TR2	Conf12
Lycée Albert Camus	N346	P346	27/03/2026	09:15	233119992BB	1ERE GEN 3	Conf9	Conf7	Conf14	FM5	Conf3
Lycée Albert Camus	N347	P347	27/03/2026	09:15	120410802FB	1ERE STMG	Conf14	Conf16	Conf6	Conf8	Conf18
Lycée Albert Camus	N348	P348	27/03/2026	09:15	120668888JC	1ERE GEN 2	Conf2	Conf11	Conf8	FM3	FM2
Lycée Albert Camus	N349	P349	27/03/2026	09:15	120501601EE	1ERE STMG	Conf15	Conf18	Conf4	Conf11	TR6
Lycée Albert Camus	N350	P350	27/03/2026	09:15	120501614DB	1ERE GEN 2	Conf19	Conf15	Conf8	Conf10	Conf2
Lycée Albert Camus	N351	P351	27/03/2026	09:15	120337376EJ	1ST2S1	Conf16	Conf7	Conf2	Conf6	Conf15
Lycée Albert Camus	N352	P352	27/03/2026	09:15	150888766GK	1ST2S2	Conf4	Conf8	Conf13	TR2	Conf17
Lycée Albert Camus	N353	P353	27/03/2026	09:15	111036609GH	1ST2S2	Conf15	Conf11	Conf4	Conf2	Conf19
Lycée Albert Camus	N354	P354	27/03/2026	09:15	120808857JE	1ERE GEN 2	Conf19	Conf16	Conf17	Conf8	FM5
Lycée Albert Camus	N355	P355	27/03/2026	09:15	120141800HC	1ERE GEN 3	Conf18	Conf9	Conf4	FM6	Conf10
Lycée Albert Camus	N356	P356	27/03/2026	09:15	120864807AG	1ERE GEN 4	Conf11	Conf14	Conf17	Conf18	Conf3
Lycée Albert Camus	N357	P357	27/03/2026	09:15	120411218CD	1ERE GEN 1	Conf19	Conf3	Conf1	FM3	Conf6
Lycée Albert Camus	N358	P358	27/03/2026	09:15	120410357BB	1ERE GEN 4	Conf11	Conf17	Conf10	Conf1	Conf3
Lycée Albert Camus	N359	P359	27/03/2026	09:15	120650435AJ	1ST2S2	Conf14	Conf1	Conf19	TR4	Conf2
Lycée Albert Camus	N360	P360	27/03/2026	09:15	120141569BC	1ERE GEN 2	Conf5	Conf7	Conf12	TR5	FM2
Lycée Albert Camus	N361	P361	27/03/2026	09:15	110985700FB	1ST2S2	Conf4	Conf19	Conf6	Conf15	Conf1
Lycée Albert Camus	N362	P362	27/03/2026	09:15	120668979JJ	1ERE GEN 1	Conf8	Conf4	Conf17	FM6	Conf13
Lycée Albert Camus	N363	P363	27/03/2026	09:15	120564205AF	1ERE STMG	Conf12	Conf7	Conf15	Conf11	Conf1
Lycée Albert Camus	N364	P364	27/03/2026	09:15	120410913DH	1ERE GEN 3	Conf16	Conf17	Conf8	FM4	Conf5
Lycée Albert Camus	N365	P365	27/03/2026	09:15	110065900KH	1ST2S1	Conf18	Conf13	Conf7	Conf10	Conf16
Lycée Albert Camus	N366	P366	27/03/2026	09:15	120410722DE	1ERE GEN 1	Conf11	Conf10	Conf6	TR2	TR5
Lycée Albert Camus	N367	P367	27/03/2026	09:15	120873123DC	1ERE GEN 2	Conf2	Conf9	Conf1	Conf17	Conf8
Lycée Albert Camus	N368	P368	27/03/2026	09:15	120565387JE	1ERE STMG	Conf1	Conf19	Conf4	Conf2	TR4
Lycée Albert Camus	N369	P369	27/03/2026	09:15	120338137GD	1ERE GEN 4	Conf1	Conf14	Conf7	Conf12	FM6
Lycée Albert Camus	N370	P370	27/03/2026	09:15	120411233AJ	1ERE GEN 1	Conf9	Conf1	Conf18	TR3	Conf6
Lycée Albert Camus	N371	P371	27/03/2026	09:15	120502083EH	1ERE GEN 4	Conf5	Conf16	Conf15	Conf18	Conf2
Lycée Albert Camus	N372	P372	27/03/2026	09:15	120411238AD	1ERE GEN 2	Conf5	Conf19	Conf10	Conf12	FM4
Lycée Albert Camus	N373	P373	27/03/2026	09:15	110065903KE	1ERE GEN 2	Conf9	Conf12	Conf16	TR5	Conf8
Lycée Albert Camus	N374	P374	27/03/2026	09:15	120721668HA	1ERE GEN 2	Conf11	Conf8	Conf16	FM6	TR5
Lycée Albert Camus	N375	P375	27/03/2026	09:15	120411227BE	1ERE STMG	Conf13	Conf12	Conf6	Conf14	Conf18
Lycée Albert Camus	N376	P376	27/03/2026	09:15	100626466HD	1ERE GEN 3	Conf19	Conf3	Conf4	TR1	Conf7
Lycée Albert Camus	N377	P377	27/03/2026	09:15	120250236JC	1ST2S1	Conf3	Conf8	Conf16	Conf5	FM4
Lycée Albert Camus	N378	P378	27/03/2026	09:15	180796048CB	1ST2S2	Conf4	Conf8	Conf17	TR4	Conf1
Lycée Albert Camus	N379	P379	27/03/2026	09:15	120410024FD	1ERE GEN 2	Conf17	Conf1	Conf12	Conf19	FM2
Lycée Albert Camus	N380	P380	27/03/2026	09:15	120141579AC	1ERE GEN 2	Conf3	Conf13	Conf16	Conf7	Conf15
Lycée Albert Camus	N381	P381	27/03/2026	09:15	120140942FH	1ST2S1	Conf4	Conf14	Conf6	FM6	TR5
Lycée Albert Camus	N382	P382	27/03/2026	09:15	111036615GB	1ST2S1	Conf16	Conf12	Conf13	Conf11	TR2
Lycée Albert Camus	N383	P383	27/03/2026	09:15	120721661HH	1ST2S1	Conf19	Conf9	Conf13	Conf10	Conf12
Lycée Albert Camus	N384	P384	27/03/2026	09:15	120809016CC	1ERE GEN 4	Conf3	Conf9	Conf11	Conf18	Conf14
Lycée Albert Camus	N385	P385	27/03/2026	09:15	120898082AC	1ST2S2	Conf18	Conf11	Conf10	Conf14	TR1
Lycée Albert Camus	N386	P386	27/03/2026	09:15	140833475EK	1ERE GEN 1	Conf17	Conf8	Conf1	Conf11	TR5
Lycée Albert Camus	N387	P387	27/03/2026	09:15	223151812JD	1ST2S1	Conf3	Conf11	Conf5	FM4	FM5
Lycée Albert Camus	N388	P388	27/03/2026	09:15	120809080FF	1ERE GEN 1	Conf8	Conf7	Conf11	TR5	TR6
Lycée Albert Camus	N389	P389	27/03/2026	09:15	110600369AB	1ERE GEN 4	Conf2	Conf6	Conf14	FM1	Conf10
Lycée Albert Camus	N390	P390	27/03/2026	09:15	120808776GJ	1ERE GEN 1	Conf14	Conf15	Conf18	FM3	Conf19
Lycée Albert Camus	N391	P391	27/03/2026	09:15	120140020AK	1ERE GEN 3	Conf10	Conf6	Conf15	Conf13	Conf4
Lycée Albert Camus	N392	P392	27/03/2026	09:15	110407558HD	1ST2S2	Conf5	Conf13	Conf4	Conf1	FM5
Lycée Albert Camus	N393	P393	27/03/2026	09:15	120688672JG	1ERE GEN 1	Conf11	Conf18	Conf13	Conf19	FM1
Lycée Albert Camus	N394	P394	27/03/2026	09:15	120108264EG	1ERE GEN 1	Conf11	Conf1	Conf13	Conf6	Conf15
Lycée Albert Camus	N395	P395	27/03/2026	09:15	120141047EK	1ST2S2	Conf19	Conf17	Conf7	TR1	Conf3
Lycée Albert Camus	N396	P396	27/03/2026	09:15	120410792GB	1ERE GEN 2	Conf4	Conf19	Conf6	TR3	Conf11
Lycée Albert Camus	N397	P397	27/03/2026	09:15	120502021BC	1ERE GEN 3	Conf15	Conf10	Conf6	Conf14	Conf3
Lycée Albert Camus	N398	P398	27/03/2026	09:15	120337314BD	1ERE GEN 1	Conf19	Conf17	Conf7	Conf4	FM4
Lycée Albert Camus	N399	P399	27/03/2026	09:15	120809074GB	1ST2S2	Conf12	Conf15	Conf13	TR4	Conf11
Lycée Albert Camus	N400	P400	27/03/2026	09:15	120140755FA	1ERE GEN 1	Conf1	Conf8	Conf13	Conf12	FM4
Lycée Albert Camus	N401	P401	27/03/2026	09:15	110770145HC	1ST2S2	Conf15	Conf17	Conf5	TR4	FM1
Lycée Albert Camus	N402	P402	27/03/2026	09:15	110985699FC	1ERE GEN 2	Conf7	Conf6	Conf16	TR2	Conf5
Lycée Albert Camus	N403	P403	27/03/2026	09:15	111036618FJ	1ERE STMG	Conf4	Conf16	Conf3	Conf5	Conf18
Lycée Albert Camus	N404	P404	27/03/2026	09:15	203020216AJ	1ERE GEN 1	Conf7	Conf1	Conf4	FM6	FM4
Lycée Albert Camus	N405	P405	27/03/2026	09:15	203002541CK	1ERE GEN 2	Conf5	Conf17	Conf12	Conf18	FM6
Lycée Albert Camus	N406	P406	27/03/2026	09:15	120449066AF	1ERE GEN 3	Conf18	Conf1	Conf11	Conf13	FM1
Lycée Albert Camus	N407	P407	27/03/2026	09:15	120565250CH	1ERE GEN 3	Conf18	Conf14	Conf15	Conf5	Conf10
Lycée Albert Camus	N408	P408	27/03/2026	09:15	110770179DJ	1ERE STMG	Conf7	Conf5	Conf6	Conf8	Conf14
Lycée Albert Camus	N409	P409	27/03/2026	09:15	120410304GE	1ERE GEN 1	Conf6	Conf8	Conf15	Conf7	Conf18
Lycée Albert Camus	N410	P410	27/03/2026	09:15	120284474JF	1ERE GEN 3	Conf4	Conf15	Conf12	FM1	Conf1
Lycée Albert Camus	N411	P411	27/03/2026	09:15	120228821GA	1ERE GEN 4	Conf8	Conf11	Conf14	TR3	Conf13
Lycée Albert Camus	N412	P412	27/03/2026	09:15	110066879JJ	1ERE GEN 4	Conf16	Conf7	Conf8	Conf5	Conf9
Lycée Albert Camus	N413	P413	27/03/2026	09:15	150852943AC	1ERE GEN 3	Conf15	Conf14	Conf7	Conf1	Conf17
Lycée Albert Camus	N414	P414	27/03/2026	09:15	110407205DJ	1ERE GEN 1	Conf11	Conf16	Conf5	Conf7	Conf4
Lycée Albert Camus	N415	P415	27/03/2026	09:15	120501706DG	1ERE GEN 2	Conf19	Conf2	Conf9	Conf4	TR3
Lycée Albert Camus	N416	P416	27/03/2026	09:15	120865099AF	1ERE GEN 4	Conf18	Conf16	Conf8	Conf11	TR5
Lycée Albert Camus	N417	P417	27/03/2026	09:15	120410309FK	1ERE GEN 2	Conf12	Conf5	Conf8	Conf15	TR6
Lycée Beauregard	N418	P418	27/03/2026	13:30	120592834JJ	PREMIERE GENERALE 6	Conf6	Conf9	Conf19	Conf13	Conf17
Lycée Beauregard	N419	P419	27/03/2026	13:30	120141088AJ	PREMIERE GENERALE 5	Conf4	Conf5	Conf12	FM5	Conf18
Lycée Beauregard	N420	P420	27/03/2026	13:30	110895423CB	PREMIERE GENERALE2	Conf19	Conf12	Conf15	FM6	Conf6
Lycée Beauregard	N421	P421	27/03/2026	13:30	120140091DF	PREMIERE GENERALE 6	Conf19	Conf11	Conf16	Conf9	Conf2
Lycée Beauregard	N422	P422	27/03/2026	13:30	130721196HJ	PREMIERE STI2D	Conf13	Conf16	Conf4	FM6	Conf18
Lycée Beauregard	N423	P423	27/03/2026	13:30	120618585EC	PREMIERE GENERALE1	Conf8	Conf12	Conf16	Conf19	Conf6
Lycée Beauregard	N424	P424	27/03/2026	13:30	120337433JJ	PREMIERE GENERALE1	Conf3	Conf1	Conf11	Conf6	Conf17
Lycée Beauregard	N425	P425	27/03/2026	13:30	110485647GK	PREMIERE GENERALE1	Conf15	Conf12	Conf9	FM2	Conf17
Lycée Beauregard	N426	P426	27/03/2026	13:30	120592882EA	PREMIERE STI2D	Conf11	Conf1	Conf12	Conf4	TR2
